HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url,Answer.movement-difference.label,Approve,Reject,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,36W0OB37H4TTELH5TR82NBD9UAHHZX,A2URMYFRQM2WHN,Submitted,Mon May 10 10:13:23 PDT 2021,Mon May 10 10:13:55 PDT 2021,Thu May 13 10:13:55 PDT 2021,,,,32,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,39GHHAVOMN692UO6WYLX5SGF67EJ4O,A2SD47UV25XSGN,Submitted,Mon May 10 09:57:21 PDT 2021,Mon May 10 09:57:42 PDT 2021,Thu May 13 09:57:42 PDT 2021,,,,21,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,3,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,39LOEL67O0KZ0H9J5GJN6XFVCWP839,AXHPEZP1OEK7J,Submitted,Mon May 10 10:00:41 PDT 2021,Mon May 10 10:01:07 PDT 2021,Thu May 13 10:01:07 PDT 2021,,,,26,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3B1NLC6UG7BL0LKOMCSIBDZU5BTGP8,A14N7TK3CEQVAE,Submitted,Mon May 10 09:56:57 PDT 2021,Mon May 10 09:57:44 PDT 2021,Thu May 13 09:57:44 PDT 2021,,,,47,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3CP1TO84P1GRSHUY3IYFB30C4SN25P,A6YDORFZZXXPQ,Submitted,Mon May 10 09:57:05 PDT 2021,Mon May 10 09:57:19 PDT 2021,Thu May 13 09:57:19 PDT 2021,,,,14,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,3,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3CTOC39K3F56LH6PYWJ4840PX95J79,A31A74MWKPUJC9,Submitted,Mon May 10 10:01:52 PDT 2021,Mon May 10 10:02:30 PDT 2021,Thu May 13 10:02:30 PDT 2021,,,,38,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3FDJT1UU7CNM9XYOSO4JBZM6LSAK5U,AKH0WFAUBUKUS,Submitted,Mon May 10 10:03:03 PDT 2021,Mon May 10 10:03:17 PDT 2021,Thu May 13 10:03:17 PDT 2021,,,,14,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3FTF2T8WLZXW5KUHKS03BQL3UV1W9S,A3TKUXUTDX6FBF,Submitted,Mon May 10 09:58:13 PDT 2021,Mon May 10 09:58:24 PDT 2021,Thu May 13 09:58:24 PDT 2021,,,,11,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3GD6L00D30CIB3X8CDFNNM1TYH2M1L,A3KED8NFUJ4PVR,Submitted,Mon May 10 10:09:38 PDT 2021,Mon May 10 10:09:55 PDT 2021,Thu May 13 10:09:55 PDT 2021,,,,17,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,3,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3H8DHMCCWHQHDADH7UM29BAYY97DKU,A1PZB4LFA0QI45,Submitted,Mon May 10 09:57:02 PDT 2021,Mon May 10 09:57:17 PDT 2021,Thu May 13 09:57:17 PDT 2021,,,,15,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3HYA4D452ZYJUENN9UBOXFRPTM12F8,A2VO8C41JJIQY9,Submitted,Mon May 10 09:56:04 PDT 2021,Mon May 10 09:56:13 PDT 2021,Thu May 13 09:56:13 PDT 2021,,,,9,100% (36/36),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3I33IC7ZWNHOYN6FYEPWJEGYW6QA25,AANUUKQPVMD9Q,Submitted,Mon May 10 10:04:02 PDT 2021,Mon May 10 10:04:56 PDT 2021,Thu May 13 10:04:56 PDT 2021,,,,54,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3I7DHKZYGVFBTB6ARDDMVMU1DWT5FD,A2EF88OYJ2OX19,Submitted,Mon May 10 10:00:09 PDT 2021,Mon May 10 10:02:27 PDT 2021,Thu May 13 10:02:27 PDT 2021,,,,138,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3K3R2QNK8JIJDG5CPSL2T2069FR9U7,A1LDS7OIWQ150C,Submitted,Mon May 10 09:59:28 PDT 2021,Mon May 10 09:59:52 PDT 2021,Thu May 13 09:59:52 PDT 2021,,,,24,100% (60/60),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3K772S5NPGQV3QQ9X4UP21CR645HEO,A15G1VLKLE2HE5,Submitted,Mon May 10 10:02:06 PDT 2021,Mon May 10 10:02:17 PDT 2021,Thu May 13 10:02:17 PDT 2021,,,,11,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3L70J4KAZO1B1X4VV39DFX72TXDDAF,A1W7L2G03DMKTH,Submitted,Mon May 10 09:57:47 PDT 2021,Mon May 10 09:58:15 PDT 2021,Thu May 13 09:58:15 PDT 2021,,,,28,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3L70J4KAZO1B1X4VV39DFX72TXGADF,A3I9CPE69O3INJ,Submitted,Mon May 10 10:08:10 PDT 2021,Mon May 10 10:08:33 PDT 2021,Thu May 13 10:08:33 PDT 2021,,,,23,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3MYYFCXHJBMZBSY5OS0U8FOZEFXG4H,A1JCKICNOC7DAB,Submitted,Mon May 10 09:56:37 PDT 2021,Mon May 10 09:56:51 PDT 2021,Thu May 13 09:56:51 PDT 2021,,,,14,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3N1FSUEFLDFWZ8OEM2ZM2UL21NI4DW,AT3HPICJ6SAOA,Submitted,Mon May 10 09:59:01 PDT 2021,Mon May 10 09:59:40 PDT 2021,Thu May 13 09:59:40 PDT 2021,,,,39,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3NC5L260MW1X1LCSWS9L4SUSUR0FOU,A3F51C49T9A34D,Submitted,Mon May 10 10:08:30 PDT 2021,Mon May 10 10:09:14 PDT 2021,Thu May 13 10:09:14 PDT 2021,,,,44,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,3,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3NGI5ARFT1KOW6UL4T7F4QVO3MBP1I,AQ5H9HKYEGCXA,Submitted,Mon May 10 10:02:06 PDT 2021,Mon May 10 10:03:31 PDT 2021,Thu May 13 10:03:31 PDT 2021,,,,85,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3OJSZ2ATD0BYEIR49UFA7UHKF8C75D,A3OCXE2VIIRSVH,Submitted,Mon May 10 10:07:36 PDT 2021,Mon May 10 10:08:35 PDT 2021,Thu May 13 10:08:35 PDT 2021,,,,59,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3OVR4I9USXYQOHSJRO562TS1K2B4Q5,A3TTGSUBIK1YCL,Submitted,Mon May 10 10:14:12 PDT 2021,Mon May 10 10:15:23 PDT 2021,Thu May 13 10:15:23 PDT 2021,,,,71,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,3,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3PDJHANYKDVRQBXURMBRQDKEP6I6HT,AZPJUBGJZ3BT4,Submitted,Mon May 10 10:05:38 PDT 2021,Mon May 10 10:05:53 PDT 2021,Thu May 13 10:05:53 PDT 2021,,,,15,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,3,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3PM8NZGV86VHMJGTBZ7BZ4PZDXFXQC,A3HJNOCKXFOOVP,Submitted,Mon May 10 10:14:56 PDT 2021,Mon May 10 10:15:07 PDT 2021,Thu May 13 10:15:07 PDT 2021,,,,11,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3PS7W85Z87H4D3QNPNVSO6E4Q1KT90,AKXJDNVRKOMKM,Submitted,Mon May 10 10:02:14 PDT 2021,Mon May 10 10:02:28 PDT 2021,Thu May 13 10:02:28 PDT 2021,,,,14,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
3MGHRFQY3S4FCB4A9VTWES93R16Y0S,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Mon May 10 09:55:34 PDT 2021,51,BatchId:4436912;OriginalHitTemplateId:928390922;,300,259200,Mon May 17 09:55:34 PDT 2021,,,3Q5C1WP23UGK3WC2KEY16KQ7CMB51D,A16J2CW30USNJI,Submitted,Mon May 10 10:04:08 PDT 2021,Mon May 10 10:04:35 PDT 2021,Thu May 13 10:04:35 PDT 2021,,,,27,100% (4/4),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/picking_neutral.mp4,4,,,
