HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url,Answer.movement-difference.label,Approve
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,39K0FND3APUE5RA88W8GYNUWVUPAM9,A1NV02SVN1952W,Submitted,Tue Mar 16 13:05:01 PDT 2021,Tue Mar 16 13:08:12 PDT 2021,Fri Mar 19 13:08:12 PDT 2021,,,,191,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Moderately similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,39PAAFCODUF2AA3QSO0OGO31ACHVTR,A1QUDNLO95AKS5,Submitted,Tue Mar 16 12:50:26 PDT 2021,Tue Mar 16 12:50:45 PDT 2021,Fri Mar 19 12:50:45 PDT 2021,,,,19,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Exactly the same,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3ATPCQ38JGPEZ8ZMRZWRSIH344YYAI,A2R69HVTTAPQNU,Submitted,Tue Mar 16 12:50:31 PDT 2021,Tue Mar 16 12:50:46 PDT 2021,Fri Mar 19 12:50:46 PDT 2021,,,,15,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Slightly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3AWETUDC9A7TAGSPZ9QNNNEON55ZIA,AMWN796XA8EMA,Submitted,Tue Mar 16 12:46:08 PDT 2021,Tue Mar 16 12:46:25 PDT 2021,Fri Mar 19 12:46:25 PDT 2021,,,,17,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Moderately similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3BF51CHDT3PWC0BFPXVAHCAN5MA0HV,AZ0KS5UTO3EJ2,Submitted,Tue Mar 16 12:50:05 PDT 2021,Tue Mar 16 12:50:23 PDT 2021,Fri Mar 19 12:50:23 PDT 2021,,,,18,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3CN4LGXD553ZXJJ5IYM0FFV3CU4Y49,A280UKMMBLRURU,Submitted,Tue Mar 16 12:55:55 PDT 2021,Tue Mar 16 12:56:08 PDT 2021,Fri Mar 19 12:56:08 PDT 2021,,,,13,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3DQQ64TANO0HX7AO1HW0XGLISHWWPT,A2H1RXUC8XNNIW,Submitted,Tue Mar 16 12:45:59 PDT 2021,Tue Mar 16 12:48:33 PDT 2021,Fri Mar 19 12:48:33 PDT 2021,,,,154,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Exactly the same,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3FE2ERCCZ5N9SY1MAV5QGM8WPGYPOD,ATKLWAX72HM7A,Submitted,Tue Mar 16 12:47:24 PDT 2021,Tue Mar 16 12:47:33 PDT 2021,Fri Mar 19 12:47:33 PDT 2021,,,,9,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3FTF2T8WLZXW5KUHKS03BQL3NEF9WE,A1VMYCTZSIBP5J,Submitted,Tue Mar 16 12:46:18 PDT 2021,Tue Mar 16 12:46:25 PDT 2021,Fri Mar 19 12:46:25 PDT 2021,,,,7,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3HPZF4IVNU82SNWKBDSIYD7R47IYCJ,A36LPIFH0MEX7,Submitted,Tue Mar 16 12:47:51 PDT 2021,Tue Mar 16 12:48:15 PDT 2021,Fri Mar 19 12:48:15 PDT 2021,,,,24,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Exactly the same,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3HUTX6F6V22D0R0G8XUEK903E66O2P,AEYJTA864MM86,Submitted,Tue Mar 16 12:47:30 PDT 2021,Tue Mar 16 12:48:16 PDT 2021,Fri Mar 19 12:48:16 PDT 2021,,,,46,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Moderately similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3I7DHKZYGVFBTB6ARDDMVMU16E5F5S,A7UNIWDAQROJG,Submitted,Tue Mar 16 12:43:49 PDT 2021,Tue Mar 16 12:44:04 PDT 2021,Fri Mar 19 12:44:04 PDT 2021,,,,15,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3IO1LGZLKHCYX0W1OIHLD0RFF6A68R,A18R8GG33EVI6C,Submitted,Tue Mar 16 13:05:50 PDT 2021,Tue Mar 16 13:06:21 PDT 2021,Fri Mar 19 13:06:21 PDT 2021,,,,31,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Moderately similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3IQ1VMJRY1ZZY7REJN4BT1OCVUBA91,A2MCG5W6LHSRG9,Submitted,Tue Mar 16 12:44:01 PDT 2021,Tue Mar 16 12:45:08 PDT 2021,Fri Mar 19 12:45:08 PDT 2021,,,,67,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Moderately similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3IX2EGZR7JYG30Q47AHADLRPR4EJRI,ALWYZOTS2TNRL,Submitted,Tue Mar 16 12:53:19 PDT 2021,Tue Mar 16 12:53:39 PDT 2021,Fri Mar 19 12:53:39 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3IXQG4FA21D4HHW6P147OC8IDD2B95,A2K3R9GN8ZBLAO,Submitted,Tue Mar 16 13:02:40 PDT 2021,Tue Mar 16 13:02:49 PDT 2021,Fri Mar 19 13:02:49 PDT 2021,,,,9,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3J2UYBXQQTRGFBRYTE46KLLXW8V601,AHXHM1PQTRWIQ,Submitted,Tue Mar 16 12:55:15 PDT 2021,Tue Mar 16 12:55:54 PDT 2021,Fri Mar 19 12:55:54 PDT 2021,,,,39,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3KRVW3HTZV0I5NW2PWU7JNO2HZPSME,A23KAJRDVCVGOE,Submitted,Tue Mar 16 12:44:49 PDT 2021,Tue Mar 16 12:46:34 PDT 2021,Fri Mar 19 12:46:34 PDT 2021,,,,105,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3KWTYT0878IXT3G6DOGKQZZL3BZ5LX,A2WVRMN4F5EFCI,Submitted,Tue Mar 16 13:08:55 PDT 2021,Tue Mar 16 13:09:04 PDT 2021,Fri Mar 19 13:09:04 PDT 2021,,,,9,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3L0KT67Y8MVIZ4LG8ZIIDIB9QAASYD,A1TIO97G4K0ZFF,Submitted,Tue Mar 16 13:06:26 PDT 2021,Tue Mar 16 13:06:45 PDT 2021,Fri Mar 19 13:06:45 PDT 2021,,,,19,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3MMN5BL1W7JEL6BNZHT6BFGQPKU3M3,A3EM9OBO5KU9GG,Submitted,Tue Mar 16 12:53:36 PDT 2021,Tue Mar 16 12:54:06 PDT 2021,Fri Mar 19 12:54:06 PDT 2021,,,,30,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3NL0RFNU0N24DEUOEJL967GSEFT4KI,A3K6LZAQZOAPB2,Submitted,Tue Mar 16 12:48:45 PDT 2021,Tue Mar 16 12:48:53 PDT 2021,Fri Mar 19 12:48:53 PDT 2021,,,,8,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3NL0RFNU0N24DEUOEJL967GSEFY4KN,ALS4ARR5D4BEC,Submitted,Tue Mar 16 13:04:06 PDT 2021,Tue Mar 16 13:04:16 PDT 2021,Fri Mar 19 13:04:16 PDT 2021,,,,10,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Highly similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3NOKK93PR9NJJGZ773MJHYFE77VEEI,A1PRRDIHIHTHJV,Submitted,Tue Mar 16 13:03:03 PDT 2021,Tue Mar 16 13:03:12 PDT 2021,Fri Mar 19 13:03:12 PDT 2021,,,,9,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Moderately similar,
3Q9SPIIRXQ17OJ7SMW81I100NBTAWX,32CVJ4DS87AKBZOS25MBBTDANR6VKA,Virtual Character Motion Comparison,Rate the similarity of the movements of the two side-by-side virtual characters,"video, comparison, virtual character animation",$0.05 ,Tue Mar 16 12:42:56 PDT 2021,51,BatchId:4370109;OriginalHitTemplateId:928390922;,300,259200,Tue Mar 23 12:42:56 PDT 2021,,,3OLF68YTNHG8ZHIRM9433XANYTCAF1,A1EI8Z972FIFJ3,Submitted,Tue Mar 16 13:01:59 PDT 2021,Tue Mar 16 13:02:18 PDT 2021,Fri Mar 19 13:02:18 PDT 2021,,,,19,0% (0/0),0% (0/0),0% (0/0),https://www.cs.umb.edu/~fundad/drives/pointing_000.mp4,Slightly similar,
